order_id,order_date,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,customer_support_contacts,review_score,is_returned,is_fraud,risk_label
ORD-2023-006092,2023-08-26,Germany,Desktop,Organic Search,Debit Card,Home & Kitchen,437,4,61.34,104.85,1,0.22,108.9,4,0,0,0,0,3.7,1,0,Return Risk
ORD-2024-010895,2024-08-15,Germany,Mobile,Organic Search,Gift Card,Sports,63,3,31.84,51.23,2,0.05,1085.4,6,1,0,0,1,3.6,0,0,Normal
ORD-2025-002225,2025-05-30,Belgium,Mobile,Organic Search,Klarna,Fashion,230,0,38.64,21.7,2,0.25,359.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-005572,2025-10-13,France,Mobile,Organic Search,Klarna,Sports,518,3,101.08,158.36,8,0.08,172.6,5,0,0,0,0,5.0,0,0,Normal
ORD-2025-004524,2025-10-05,Germany,Desktop,Direct,PayPal,Fashion,593,2,54.45,93.07,1,0.36,308.2,5,0,0,0,1,3.6,1,0,Return Risk
ORD-2024-005794,2024-04-17,Netherlands,Mobile,Paid Ads,Klarna,Home & Kitchen,92,1,61.59,71.74,8,0.01,488.3,3,0,0,0,0,2.2,1,0,Return Risk
ORD-2024-010538,2024-04-08,Poland,Mobile,Organic Search,Klarna,Sports,799,8,8.06,5.0,2,0.02,440.5,6,0,0,0,0,4.8,0,0,Normal
ORD-2023-005739,2023-03-29,Poland,Mobile,Paid Ads,PayPal,Pet Supplies,569,5,26.73,20.29,1,0.27,411.7,3,0,0,0,0,5.0,0,0,Normal
ORD-2023-002625,2023-06-13,Italy,Mobile,Organic Search,PayPal,Sports,133,0,34.34,48.17,3,0.33,764.2,5,0,0,0,0,4.0,0,0,Normal
ORD-2024-004729,2024-09-06,Netherlands,Mobile,Social Media,Credit Card,Sports,684,4,78.51,49.7,3,0.21,349.3,6,0,0,0,0,3.8,0,0,Normal
ORD-2023-007819,2023-12-03,Netherlands,Desktop,Paid Ads,Credit Card,Fashion,362,3,30.02,33.94,3,0.02,19.3,3,0,0,0,1,4.2,0,0,Normal
ORD-2025-011896,2025-01-12,Belgium,Mobile,Social Media,PayPal,Garden,174,4,34.9,49.14,1,0.02,62.6,4,0,0,0,0,3.9,0,0,Normal
ORD-2024-010934,2024-07-18,Germany,Mobile,Social Media,Bank Transfer,Electronics,168,1,29.47,130.39,3,0.12,683.5,4,0,0,0,1,4.6,0,0,Normal
ORD-2025-010164,2025-08-20,Turkey,Mobile,Organic Search,Credit Card,Home & Kitchen,247,1,66.74,126.55,4,0.24,561.0,5,0,0,0,0,2.8,1,0,Return Risk
ORD-2023-002438,2023-07-13,Netherlands,Desktop,Organic Search,Debit Card,Fashion,203,0,96.71,210.57,1,0.22,1536.1,3,0,0,0,0,4.2,0,0,Normal
ORD-2025-006057,2025-09-27,Netherlands,Desktop,Direct,Credit Card,Fashion,192,0,44.18,28.72,2,0.36,273.7,3,0,0,0,0,4.7,0,0,Normal
ORD-2024-006353,2024-02-27,Netherlands,Mobile,Organic Search,Klarna,Pet Supplies,92,0,44.59,29.33,3,0.47,399.8,3,0,0,0,1,4.1,0,1,Fraud Risk
ORD-2023-003168,2023-05-20,Netherlands,Mobile,Social Media,Credit Card,Home & Kitchen,776,3,88.06,247.12,1,0.25,235.1,4,0,0,0,0,4.9,0,0,Normal
ORD-2024-001810,2024-11-02,Spain,Desktop,Direct,Bank Transfer,Garden,456,2,61.86,50.24,1,0.26,357.4,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-009719,2024-02-16,Belgium,Mobile,Social Media,Bank Transfer,Garden,67,0,35.2,22.91,1,0.08,228.2,4,0,0,0,0,3.4,1,0,Return Risk
ORD-2024-007162,2024-06-23,Belgium,Mobile,Organic Search,Debit Card,Fashion,368,2,35.04,18.6,1,0.16,718.4,6,0,0,0,0,2.6,1,0,Return Risk
ORD-2024-005087,2024-10-13,Belgium,Mobile,Direct,PayPal,Sports,605,5,42.84,55.57,4,0.14,200.7,6,0,0,0,0,4.6,0,0,Normal
ORD-2024-009674,2024-10-19,Italy,Mobile,Organic Search,Klarna,Electronics,693,3,27.78,52.15,2,0.01,1269.8,5,0,0,0,0,4.2,1,0,Return Risk
ORD-2025-007017,2025-08-29,Italy,Mobile,Social Media,Credit Card,Toys,628,4,68.54,27.83,2,0.34,351.5,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-009369,2023-08-12,France,Mobile,Email,Klarna,Home & Kitchen,255,3,75.21,80.32,1,0.35,602.1,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-004946,2024-01-21,Belgium,Desktop,Organic Search,Klarna,Home & Kitchen,674,6,32.71,72.82,1,0.09,44.5,3,0,0,0,0,4.3,0,0,Normal
ORD-2023-006047,2023-06-27,Italy,Desktop,Organic Search,Klarna,Pet Supplies,699,2,20.39,12.08,2,0.03,325.8,4,0,0,0,1,5.0,0,0,Normal
ORD-2025-011105,2025-07-21,Germany,Tablet,Paid Ads,Credit Card,Home & Kitchen,733,2,24.6,36.96,2,0.12,318.4,6,0,0,0,1,3.8,0,0,Normal
ORD-2025-006920,2025-06-27,Italy,Tablet,Marketplace,Debit Card,Pet Supplies,544,2,27.22,22.7,1,0.05,923.0,4,1,0,0,0,3.4,0,0,Normal
ORD-2023-005591,2023-07-25,Netherlands,Desktop,Organic Search,PayPal,Electronics,221,2,52.7,104.54,1,0.04,391.4,4,0,0,0,1,3.1,1,0,Return Risk
ORD-2025-007227,2025-03-09,Spain,Desktop,Organic Search,PayPal,Sports,223,0,58.8,117.0,1,0.13,59.4,4,0,1,0,0,4.8,0,0,Normal
ORD-2025-001229,2025-01-30,Turkey,Mobile,Email,Credit Card,Garden,825,10,38.63,41.46,2,0.16,260.5,5,0,0,0,1,3.9,0,0,Normal
ORD-2025-009258,2025-08-10,Belgium,Desktop,Direct,PayPal,Electronics,324,1,13.04,40.53,1,0.11,422.3,4,0,0,0,1,4.2,0,0,Normal
ORD-2025-006847,2025-06-08,Belgium,Mobile,Organic Search,Credit Card,Home & Kitchen,565,2,99.08,108.99,3,0.0,841.5,4,0,0,0,0,4.1,1,0,Return Risk
ORD-2025-008245,2025-03-07,Poland,Mobile,Paid Ads,Debit Card,Garden,712,3,13.96,26.98,3,0.17,285.2,3,0,0,0,0,4.2,0,0,Normal
ORD-2024-006556,2024-07-08,Spain,Mobile,Social Media,Credit Card,Electronics,717,4,24.34,16.67,1,0.04,529.1,3,0,0,0,0,5.0,0,0,Normal
ORD-2023-000160,2023-10-07,Poland,Desktop,Email,Credit Card,Fashion,411,1,22.82,6.79,1,0.11,149.3,4,0,0,0,0,3.6,0,0,Normal
ORD-2023-001590,2023-01-12,Netherlands,Mobile,Direct,Gift Card,Electronics,161,2,22.78,50.6,4,0.25,758.9,5,0,0,1,0,4.6,0,0,Normal
ORD-2023-011807,2023-06-21,France,Desktop,Marketplace,PayPal,Pet Supplies,170,0,19.12,14.77,2,0.06,33.0,1,0,0,0,0,5.0,0,0,Normal
ORD-2025-011378,2025-07-11,Belgium,Mobile,Organic Search,Credit Card,Fashion,276,1,72.21,53.52,3,0.02,890.4,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-011357,2025-12-28,Belgium,Desktop,Social Media,Credit Card,Toys,678,1,20.18,10.45,3,0.08,343.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-011194,2025-02-09,France,Desktop,Email,Credit Card,Beauty,532,3,33.29,20.24,1,0.1,617.2,4,0,0,0,1,3.6,0,0,Normal
ORD-2023-006688,2023-08-23,Germany,Mobile,Social Media,Credit Card,Garden,622,0,40.66,28.76,2,0.21,610.4,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-011207,2025-05-09,Belgium,Tablet,Paid Ads,Klarna,Electronics,770,7,69.53,168.74,5,0.06,523.9,5,0,0,0,0,4.6,0,0,Normal
ORD-2025-009051,2025-11-28,Germany,Mobile,Organic Search,Gift Card,Electronics,615,5,87.81,123.26,8,0.19,572.3,5,0,0,0,0,4.0,0,0,Normal
ORD-2023-007481,2023-09-14,France,Mobile,Paid Ads,Debit Card,Toys,602,3,69.51,124.02,1,0.13,287.4,5,0,0,0,0,5.0,0,1,Fraud Risk
ORD-2023-011108,2023-06-17,Belgium,Mobile,Social Media,Credit Card,Toys,41,2,89.98,80.16,6,0.1,304.3,3,0,0,0,0,3.9,1,0,Return Risk
ORD-2024-001557,2024-05-03,Poland,Mobile,Paid Ads,Klarna,Garden,886,7,54.56,50.79,1,0.29,499.4,4,0,0,0,0,4.7,0,0,Normal
ORD-2024-002829,2024-07-18,Spain,Mobile,Organic Search,Bank Transfer,Toys,379,0,73.88,49.46,1,0.05,463.5,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-000437,2025-11-28,Italy,Mobile,Organic Search,Klarna,Garden,217,1,36.12,18.03,3,0.02,240.3,3,0,0,0,0,4.4,0,0,Normal
ORD-2023-005790,2023-11-06,Spain,Desktop,Direct,Debit Card,Fashion,165,2,49.9,36.58,2,0.06,895.9,5,0,0,1,0,3.2,1,0,Return Risk
ORD-2025-011040,2025-09-26,Spain,Desktop,Paid Ads,Bank Transfer,Electronics,512,3,38.76,157.0,4,0.14,633.7,4,0,0,1,0,5.0,0,0,Normal
ORD-2024-001589,2024-10-26,Spain,Mobile,Paid Ads,Debit Card,Garden,94,0,40.02,56.42,4,0.09,129.5,4,0,0,0,0,3.8,0,0,Normal
ORD-2025-007399,2025-01-04,Germany,Mobile,Organic Search,Bank Transfer,Electronics,399,5,17.92,24.49,2,0.05,885.4,6,0,0,0,0,3.8,0,0,Normal
ORD-2024-002781,2024-09-23,Netherlands,Mobile,Email,Credit Card,Home & Kitchen,179,1,79.17,137.33,1,0.33,447.6,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-010770,2024-12-22,Belgium,Mobile,Social Media,Debit Card,Garden,140,2,30.91,22.96,1,0.04,830.1,6,0,0,0,0,5.0,0,0,Normal
ORD-2023-005687,2023-01-14,Netherlands,Desktop,Marketplace,Klarna,Home & Kitchen,325,1,64.6,85.03,6,0.01,619.7,6,0,0,0,0,4.8,0,0,Normal
ORD-2023-003966,2023-04-15,France,Mobile,Marketplace,Debit Card,Electronics,476,1,21.69,31.57,2,0.15,813.3,5,0,0,0,0,4.4,0,0,Normal
ORD-2023-004728,2023-11-09,Poland,Desktop,Direct,Debit Card,Beauty,72,0,21.58,9.93,4,0.02,509.1,3,0,0,0,0,4.9,0,0,Normal
ORD-2025-001239,2025-12-05,Italy,Desktop,Social Media,Credit Card,Pet Supplies,293,0,61.22,25.06,2,0.23,453.4,5,0,0,0,1,5.0,0,0,Normal
ORD-2023-002952,2023-05-05,Germany,Desktop,Organic Search,Credit Card,Home & Kitchen,214,1,17.73,30.81,2,0.03,435.5,5,0,0,0,0,3.8,0,0,Normal
ORD-2024-010968,2024-10-14,Poland,Mobile,Organic Search,Debit Card,Electronics,752,2,47.15,277.87,2,0.25,1507.2,5,0,0,0,1,3.6,1,0,Return Risk
ORD-2025-009287,2025-10-14,Turkey,Mobile,Direct,Debit Card,Toys,1160,4,72.7,135.97,2,0.12,249.3,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-001498,2023-11-30,Belgium,Desktop,Organic Search,Credit Card,Electronics,172,1,38.15,97.3,1,0.03,89.0,2,0,0,0,0,5.0,0,0,Normal
ORD-2025-006466,2025-12-25,Italy,Desktop,Email,Credit Card,Electronics,386,3,37.67,141.43,7,0.05,326.5,4,0,0,0,0,4.5,0,0,Normal
ORD-2025-007356,2025-05-30,Belgium,Desktop,Social Media,Bank Transfer,Sports,84,0,33.55,69.33,1,0.08,224.9,4,0,0,1,1,4.5,0,0,Normal
ORD-2025-007824,2025-06-23,France,Desktop,Paid Ads,Credit Card,Fashion,62,0,46.96,59.07,3,0.06,264.2,3,0,0,1,0,5.0,0,0,Normal
ORD-2024-007548,2024-03-17,Spain,Desktop,Organic Search,Klarna,Garden,277,1,25.64,38.78,2,0.04,960.5,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-007914,2023-11-29,Spain,Mobile,Marketplace,Debit Card,Beauty,401,1,36.3,14.74,4,0.17,386.6,4,0,0,0,0,4.9,0,0,Normal
ORD-2024-011052,2024-08-20,Spain,Mobile,Paid Ads,Klarna,Garden,67,0,80.28,101.58,1,0.2,224.3,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-005186,2023-04-11,Germany,Mobile,Organic Search,Klarna,Electronics,215,2,43.41,77.01,1,0.17,555.1,5,0,0,0,0,3.8,0,0,Normal
ORD-2024-005648,2024-09-30,Germany,Mobile,Paid Ads,PayPal,Pet Supplies,696,6,57.88,31.65,3,0.25,330.5,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-011270,2025-04-11,Spain,Mobile,Paid Ads,Bank Transfer,Garden,82,0,17.56,13.65,1,0.02,422.6,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-005243,2024-04-03,Netherlands,Desktop,Paid Ads,PayPal,Toys,1161,2,45.57,18.08,7,0.07,96.5,4,0,0,0,0,5.0,0,1,Fraud Risk
ORD-2023-002131,2023-07-07,Spain,Mobile,Paid Ads,Credit Card,Home & Kitchen,292,2,23.42,21.1,2,0.02,209.9,5,0,0,0,0,4.8,0,0,Normal
ORD-2025-002093,2025-10-16,Spain,Desktop,Paid Ads,Debit Card,Electronics,683,4,74.69,134.89,2,0.11,538.9,4,0,1,0,0,5.0,0,0,Normal
ORD-2025-005410,2025-07-31,Netherlands,Mobile,Paid Ads,PayPal,Garden,335,2,93.29,244.17,1,0.02,829.6,3,0,0,0,0,4.1,0,0,Normal
ORD-2025-000188,2025-05-30,Belgium,Mobile,Direct,Klarna,Pet Supplies,301,4,47.09,26.08,2,0.11,366.4,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-007939,2024-04-14,Spain,Mobile,Organic Search,PayPal,Electronics,628,2,15.23,72.98,2,0.08,819.9,6,0,0,0,1,4.6,0,0,Normal
ORD-2024-003656,2024-11-24,Germany,Mobile,Direct,Credit Card,Garden,98,1,62.16,113.64,1,0.15,409.8,5,0,0,0,0,4.0,0,0,Normal
ORD-2023-003427,2023-11-26,Germany,Mobile,Social Media,PayPal,Garden,84,1,45.37,35.03,1,0.12,94.4,3,0,0,0,0,5.0,0,0,Normal
ORD-2025-009216,2025-08-06,Belgium,Desktop,Direct,Debit Card,Sports,143,0,43.27,126.43,1,0.02,883.3,5,0,1,0,1,5.0,0,0,Normal
ORD-2025-001382,2025-02-12,Germany,Desktop,Direct,Credit Card,Electronics,259,1,54.97,153.74,2,0.01,114.7,3,0,0,0,0,5.0,0,0,Normal
ORD-2025-009384,2025-11-23,Netherlands,Mobile,Direct,PayPal,Electronics,136,1,27.15,64.09,1,0.25,372.7,2,0,0,0,0,4.9,0,0,Normal
ORD-2023-008606,2023-01-19,Netherlands,Mobile,Social Media,Bank Transfer,Home & Kitchen,401,3,48.62,99.43,1,0.07,95.1,3,0,0,0,1,4.5,0,0,Normal
ORD-2024-007428,2024-01-11,France,Mobile,Organic Search,Gift Card,Electronics,85,1,38.73,135.3,1,0.16,189.5,4,0,0,0,0,4.1,0,1,Fraud Risk
ORD-2023-005038,2023-10-13,Belgium,Desktop,Paid Ads,PayPal,Toys,361,2,55.92,36.12,1,0.11,635.8,4,0,0,1,0,5.0,0,0,Normal
ORD-2023-004898,2023-10-10,Netherlands,Mobile,Marketplace,Debit Card,Home & Kitchen,46,0,28.89,67.11,2,0.14,319.0,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-003176,2025-12-18,Belgium,Desktop,Social Media,Credit Card,Garden,171,1,86.45,85.23,2,0.09,778.7,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-009579,2024-05-10,Belgium,Desktop,Email,Bank Transfer,Home & Kitchen,172,0,37.43,121.85,2,0.18,744.7,4,0,0,1,0,4.3,0,1,Fraud Risk
ORD-2025-008449,2025-01-25,Netherlands,Desktop,Marketplace,PayPal,Electronics,327,1,74.51,181.89,1,0.04,804.8,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-011877,2023-12-31,Netherlands,Mobile,Organic Search,PayPal,Home & Kitchen,136,0,31.92,66.85,1,0.08,91.8,4,0,0,0,0,3.4,1,0,Return Risk
ORD-2023-011162,2023-11-07,Italy,Mobile,Organic Search,Bank Transfer,Sports,460,2,61.85,49.29,1,0.06,613.8,2,0,0,0,0,5.0,0,0,Normal
ORD-2023-002236,2023-11-03,France,Desktop,Organic Search,Debit Card,Electronics,304,2,49.04,56.25,3,0.05,394.2,2,0,0,0,0,4.3,0,0,Normal
ORD-2025-008069,2025-08-10,Italy,Mobile,Paid Ads,Debit Card,Fashion,107,2,27.04,23.24,1,0.19,27.2,3,0,0,0,0,3.3,1,0,Return Risk
ORD-2025-004237,2025-03-14,Germany,Mobile,Marketplace,Debit Card,Electronics,275,1,12.32,21.24,2,0.13,265.2,4,0,0,0,0,3.5,1,0,Return Risk
ORD-2024-008917,2024-01-06,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,125,0,51.48,70.94,1,0.32,1067.0,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-009944,2025-06-16,Netherlands,Tablet,Organic Search,Credit Card,Garden,558,3,51.46,75.81,1,0.09,605.1,4,0,0,0,0,4.3,0,0,Normal
ORD-2025-000025,2025-09-02,Spain,Tablet,Social Media,Debit Card,Fashion,410,3,60.13,69.27,2,0.27,268.7,4,0,0,0,0,4.1,0,0,Normal
ORD-2024-003364,2024-09-13,Italy,Desktop,Email,Debit Card,Fashion,686,5,8.0,7.81,1,0.04,462.3,4,0,0,0,0,4.9,0,0,Normal
ORD-2024-001089,2024-12-27,Belgium,Desktop,Organic Search,Debit Card,Electronics,637,2,39.08,51.65,1,0.23,765.4,4,0,0,0,0,3.9,0,0,Normal
ORD-2023-008734,2023-05-29,Spain,Desktop,Social Media,Debit Card,Fashion,287,1,14.4,9.35,1,0.19,275.4,2,0,0,0,0,4.9,0,0,Normal
ORD-2024-010979,2024-10-31,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,87,1,120.73,85.48,2,0.17,792.5,3,0,0,0,0,5.0,0,0,Normal
ORD-2023-002842,2023-06-20,Netherlands,Desktop,Social Media,Credit Card,Electronics,112,2,39.09,126.0,2,0.05,541.3,5,0,0,0,0,5.0,0,0,Normal
ORD-2025-007538,2025-12-15,Turkey,Mobile,Organic Search,Debit Card,Home & Kitchen,223,1,83.16,107.53,2,0.31,974.4,5,0,0,0,0,3.1,1,0,Return Risk
ORD-2025-007471,2025-04-16,Netherlands,Mobile,Organic Search,Credit Card,Electronics,147,0,41.04,30.85,2,0.04,988.8,4,0,0,0,0,4.8,0,0,Normal
ORD-2024-011177,2024-04-10,Netherlands,Mobile,Direct,Debit Card,Home & Kitchen,297,3,47.03,45.95,8,0.14,386.3,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-004153,2025-03-19,Belgium,Mobile,Paid Ads,Debit Card,Home & Kitchen,455,1,20.99,65.88,4,0.04,852.9,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-000696,2023-02-03,Spain,Mobile,Direct,PayPal,Garden,267,1,147.12,166.01,8,0.36,1625.3,8,1,0,0,0,3.6,0,0,Normal
ORD-2023-011006,2023-03-19,Belgium,Desktop,Email,Credit Card,Electronics,430,3,31.78,83.74,2,0.2,817.2,5,0,0,0,0,4.3,0,0,Normal
ORD-2023-006338,2023-03-17,Italy,Desktop,Direct,Debit Card,Garden,627,6,46.27,63.82,5,0.02,157.5,3,0,0,0,0,3.7,0,0,Normal
ORD-2025-001228,2025-04-05,Netherlands,Desktop,Email,Credit Card,Home & Kitchen,417,1,53.47,44.39,1,0.02,786.4,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-002000,2023-10-10,Belgium,Mobile,Paid Ads,PayPal,Fashion,158,0,44.9,92.17,2,0.03,564.0,3,0,0,0,0,4.4,0,0,Normal
ORD-2024-000277,2024-06-08,Belgium,Tablet,Marketplace,Credit Card,Pet Supplies,318,0,41.35,51.44,2,0.2,353.8,6,0,1,0,1,3.9,0,0,Normal
ORD-2024-005930,2024-11-06,Spain,Mobile,Organic Search,Debit Card,Beauty,69,0,47.54,26.68,2,0.04,542.1,4,0,1,0,1,4.6,0,0,Normal
ORD-2023-002954,2023-09-02,Netherlands,Mobile,Organic Search,Credit Card,Pet Supplies,545,0,16.11,5.84,2,0.12,713.2,4,0,1,0,0,3.3,1,0,Return Risk
ORD-2024-003638,2024-11-13,Turkey,Mobile,Email,PayPal,Toys,568,3,74.84,68.21,2,0.02,1127.1,6,1,0,0,1,3.9,0,0,Normal
ORD-2023-003907,2023-12-08,Germany,Mobile,Organic Search,Klarna,Electronics,454,3,82.92,216.26,2,0.02,578.0,4,0,0,0,0,4.3,0,0,Normal
ORD-2025-004779,2025-05-21,Netherlands,Desktop,Direct,Credit Card,Electronics,681,3,25.21,96.74,2,0.01,415.1,4,0,1,0,0,4.6,0,0,Normal
ORD-2025-005846,2025-01-19,Belgium,Mobile,Paid Ads,Klarna,Electronics,420,1,55.09,79.05,3,0.11,288.5,4,0,0,0,1,5.0,0,0,Normal
ORD-2023-011636,2023-09-07,Spain,Mobile,Direct,Bank Transfer,Home & Kitchen,662,1,36.41,32.6,4,0.17,744.5,4,0,0,0,1,4.3,0,0,Normal
ORD-2023-004118,2023-07-20,Spain,Tablet,Organic Search,Bank Transfer,Garden,37,0,37.91,28.64,2,0.33,159.2,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-001138,2023-01-03,France,Tablet,Direct,PayPal,Sports,93,1,25.69,29.34,3,0.05,132.7,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-002768,2024-03-03,Belgium,Mobile,Social Media,Credit Card,Beauty,446,2,67.17,28.73,1,0.05,2350.5,8,1,0,0,0,4.2,0,0,Normal
ORD-2025-008183,2025-12-29,Spain,Mobile,Direct,Credit Card,Electronics,99,1,47.59,99.79,2,0.14,723.7,4,0,0,0,0,3.1,1,0,Return Risk
ORD-2025-009533,2025-05-04,Belgium,Mobile,Direct,Bank Transfer,Fashion,291,2,41.28,16.46,2,0.14,477.6,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-007662,2023-07-27,Netherlands,Mobile,Marketplace,PayPal,Home & Kitchen,255,0,76.13,295.84,2,0.23,273.8,3,0,0,0,1,4.5,0,1,Fraud Risk
ORD-2025-008936,2025-03-25,Spain,Mobile,Direct,Debit Card,Sports,258,0,24.5,7.08,1,0.31,721.4,6,0,0,0,0,3.2,1,0,Return Risk
ORD-2023-002491,2023-06-23,Italy,Tablet,Social Media,PayPal,Sports,219,0,55.92,96.61,2,0.07,397.2,5,0,0,0,0,4.4,0,0,Normal
ORD-2024-011615,2024-11-28,Netherlands,Mobile,Email,Credit Card,Electronics,317,0,56.11,32.41,2,0.04,95.5,3,0,0,0,0,5.0,0,0,Normal
ORD-2025-007743,2025-01-15,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,359,1,34.54,33.26,1,0.15,365.8,4,0,0,1,0,5.0,0,0,Normal
ORD-2023-003936,2023-07-29,Germany,Mobile,Paid Ads,Credit Card,Beauty,593,6,101.16,56.8,1,0.01,147.7,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-002385,2023-11-16,Turkey,Desktop,Email,Credit Card,Sports,757,3,19.93,20.44,1,0.25,587.8,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-008017,2025-09-19,Belgium,Mobile,Marketplace,PayPal,Garden,384,2,66.48,65.13,1,0.02,505.3,6,0,0,0,1,3.6,0,0,Normal
ORD-2025-007085,2025-08-13,Italy,Mobile,Paid Ads,Klarna,Sports,449,0,100.54,116.92,1,0.0,530.6,4,0,0,0,0,4.2,0,0,Normal
ORD-2024-000116,2024-07-17,Netherlands,Desktop,Paid Ads,Gift Card,Sports,382,1,35.14,25.91,2,0.08,304.5,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-001864,2023-06-22,Turkey,Mobile,Marketplace,Credit Card,Sports,529,3,22.5,15.67,1,0.21,819.7,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-003120,2023-09-02,Netherlands,Mobile,Social Media,PayPal,Sports,64,2,23.92,23.43,3,0.13,368.1,5,0,0,0,0,4.1,0,0,Normal
ORD-2025-004259,2025-07-06,Poland,Mobile,Paid Ads,Debit Card,Home & Kitchen,165,1,25.45,44.27,3,0.13,202.5,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-011072,2025-07-19,Netherlands,Mobile,Paid Ads,Credit Card,Electronics,152,1,59.05,91.3,1,0.01,460.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-002820,2024-05-02,Germany,Tablet,Organic Search,PayPal,Beauty,701,2,39.76,38.04,3,0.06,72.1,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-009162,2024-04-30,Netherlands,Mobile,Direct,Debit Card,Sports,468,4,28.8,37.64,2,0.05,1190.4,5,1,0,0,1,3.3,0,0,Normal
ORD-2025-009026,2025-09-03,Italy,Desktop,Paid Ads,PayPal,Beauty,291,1,16.59,16.62,2,0.32,550.5,5,0,0,0,0,4.4,0,0,Normal
ORD-2025-010896,2025-04-18,Netherlands,Mobile,Organic Search,Credit Card,Pet Supplies,60,0,32.1,18.22,1,0.15,884.2,7,0,0,0,0,5.0,0,0,Normal
ORD-2024-004700,2024-11-22,France,Desktop,Organic Search,Debit Card,Beauty,393,1,100.33,53.32,1,0.1,120.7,3,0,0,1,0,4.1,1,0,Return Risk
ORD-2023-003803,2023-08-12,Netherlands,Mobile,Marketplace,Debit Card,Electronics,367,3,9.11,15.83,1,0.17,288.8,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-006069,2023-11-03,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,568,5,36.72,32.73,1,0.02,911.2,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-003537,2024-05-04,Belgium,Mobile,Paid Ads,Klarna,Sports,610,3,35.1,37.09,1,0.2,175.2,3,0,0,0,1,4.0,0,0,Normal
ORD-2024-003826,2024-12-12,France,Mobile,Organic Search,Credit Card,Pet Supplies,245,2,59.54,40.58,2,0.32,312.5,4,0,0,0,0,4.2,0,0,Normal
ORD-2023-006643,2023-12-01,Turkey,Tablet,Paid Ads,Debit Card,Toys,342,2,60.59,42.0,3,0.08,137.6,3,0,0,0,0,4.8,0,0,Normal
ORD-2024-010366,2024-09-25,Turkey,Mobile,Organic Search,Bank Transfer,Garden,275,0,80.46,53.57,6,0.1,56.6,1,0,0,1,0,4.3,0,0,Normal
ORD-2024-001947,2024-01-13,Turkey,Mobile,Social Media,Credit Card,Electronics,276,1,86.37,157.61,6,0.15,838.4,4,0,1,0,1,5.0,0,0,Normal
ORD-2023-010470,2023-05-29,Netherlands,Mobile,Social Media,Credit Card,Sports,453,5,65.47,112.4,1,0.07,182.7,3,0,0,0,0,4.3,0,0,Normal
ORD-2025-009172,2025-02-09,France,Mobile,Social Media,Klarna,Sports,259,0,31.26,38.18,4,0.07,275.9,2,0,0,0,0,3.8,0,1,Fraud Risk
ORD-2023-010004,2023-06-30,Spain,Mobile,Social Media,Credit Card,Pet Supplies,621,1,29.48,14.56,8,0.29,925.1,6,1,0,1,0,3.7,0,1,Fraud Risk
ORD-2023-007270,2023-10-02,Belgium,Mobile,Paid Ads,Klarna,Home & Kitchen,213,0,75.75,39.85,3,0.03,95.8,4,0,0,1,1,5.0,0,0,Normal
ORD-2024-009378,2024-09-13,Netherlands,Mobile,Organic Search,Bank Transfer,Sports,401,2,28.33,27.78,1,0.47,276.7,4,0,1,0,0,4.7,0,0,Normal
